movieId,title,genres,image
1701,Deconstructing Harry (1997),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BZmU1ZTU3MDMtNTQzMy00NTU0LWFmY2EtMjgxMGM3YzBkOGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1702,Flubber (1997),Children|Comedy|Fantasy,https://m.media-amazon.com/images/M/MV5BMmExY2QyMDYtZjc1NC00YzRmLWJlYzUtODY1MzA2OTliNmE1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
1703,For Richer or Poorer (1997),Comedy,https://m.media-amazon.com/images/M/MV5BYTNkMWE1Y2QtNWU1MS00ZmViLWJlMzgtODFlY2M4NDkzYjYxXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1704,Good Will Hunting (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BODk4MjRkODctOTVjNS00MmI2LTg0Y2ItMWQyMzdkZDU3MzMyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1707,Home Alone 3 (1997),Children|Comedy,https://m.media-amazon.com/images/M/MV5BMjk5MjM2MjUtMDI3YS00ZTIwLWFjMDQtYzFhZDY0YTUxZmJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,https://m.media-amazon.com/images/M/MV5BODNhMWY5NTctZTU2MS00NzRiLTk2MjktNmUyMTQ3Yzk0MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1713,Mouse Hunt (1997),Children|Comedy,https://m.media-amazon.com/images/M/MV5BMWY4YzEzNGYtNzljOS00MGVlLTkzZDAtMzliNTkwMjZkYmNiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BYTk5NWE2ZjAtZmRmOS00ZGYzLWI5ZmUtMDcwODI0YWY0MTRlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
1718,Stranger in the House (1997),Thriller,"https://m.media-amazon.com/images/M/MV5BYTc1MTUxNmYtY2I3My00MmNkLWI3NmUtMDc1YWNhMzBiMDQzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1719,"Sweet Hereafter, The (1997)",Drama,https://m.media-amazon.com/images/M/MV5BY2Y5NWVjMmQtMWRmOC00ZTg3LWI3YWQtZGI2MWUwNWQ4OWQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1721,Titanic (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BZDgxMGU3YTEtODEzOC00MGVlLTk4OWUtYmY0ODU0OTI1NmMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,https://m.media-amazon.com/images/M/MV5BMzMyNTE4Mjk4MF5BMl5BanBnXkFtZTcwNTMwMjEyMQ@@._V1_SX300.jpg
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,https://m.media-amazon.com/images/M/MV5BYmQ1NDcxZTAtYWRlNS00YTVkLWIyOGEtMGY0YTQ1NjNmZjAzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1727,"Horse Whisperer, The (1998)",Drama|Romance,https://m.media-amazon.com/images/M/MV5BNDZkMjVhZmItMmIyNC00OWYyLWFmZWQtMzIzZWZhY2QyMjZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1729,Jackie Brown (1997),Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BOTU3MGE1OTgtM2YwNC00ODAyLTg3Y2YtYTM0NTc2ZTc3ZDFkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1730,Kundun (1997),Drama,https://m.media-amazon.com/images/M/MV5BMjQ0OTNjOTMtYWU1MC00MWQwLTllMmMtNWZmYmE3NDY0ZTgxXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg
1731,Mr. Magoo (1997),Comedy,https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
1732,"Big Lebowski, The (1998)",Comedy|Crime,https://m.media-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
1733,Afterglow (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMjE2MWE1ZDYtNjNkYS00YjZmLWJkZjctOTYzYTVjMDFiN2M5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMTA1ODE4N2EtM2Q0MS00MTA4LTg2ZTctYWNjMTY2NzYxYmE0XkEyXkFqcGdeQXVyNzUwMjYzMjA@._V1_SX300.jpg
1735,Great Expectations (1998),Drama|Romance,https://m.media-amazon.com/images/M/MV5BNmQ2ZWQ4ZWItMTJiNS00MDE1LWEyNDgtMThhY2VlODRmZTMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,https://m.media-amazon.com/images/M/MV5BZjcyNzJiMDMtNjhmOS00ZDEzLTg1OGItNDgyNmE2OGFiOTRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1746,Senseless (1998),Comedy,https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1747,Wag the Dog (1997),Comedy,https://m.media-amazon.com/images/M/MV5BMDYwYWVhOTEtOTQ2ZC00ZTU4LWJjZmQtY2QzNThjZGIyNjQ3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BODc0Mjc5MDctNzg1Yi00OGY5LWE5Y2QtZDIyODZiYTgzM2IxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1752,Hard Rain (1998),Action|Crime|Thriller,https://m.media-amazon.com/images/M/MV5BMTI4MDE4MDQ1N15BMl5BanBnXkFtZTcwMDA4NDgyMQ@@._V1_SX300.jpg
1753,Half Baked (1998),Comedy,https://m.media-amazon.com/images/M/MV5BY2Y4Mzc2ZjgtOTdmOC00MTY3LWJkMDUtY2VjNmEzZTU4MjFhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,https://m.media-amazon.com/images/M/MV5BMDMyMWQxZDAtMjE1Yi00ZDAzLWE1MjQtZWQwYjNmNmIyZTYyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1755,Shooting Fish (1997),Comedy|Romance,https://m.media-amazon.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_SX300.jpg
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1760,Spice World (1997),Comedy,https://m.media-amazon.com/images/M/MV5BMTUxNzQ3MjcyMV5BMl5BanBnXkFtZTcwOTI4MTU1MQ@@._V1_SX300.jpg
1762,Deep Rising (1998),Action|Horror|Sci-Fi,https://m.media-amazon.com/images/M/MV5BODg0NWFjMTAtNGZjMC00NmZlLThhZDYtM2MzNTU2NDZiZDVmXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg
1767,Music From Another Room (1998),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMDNhYzllZTItNGRjMi00ZWUzLTlmNTktOGM5ZDc5MmM3YWU4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,https://m.media-amazon.com/images/M/MV5BMDdmYmEzZWYtZTRiMy00N2NjLWE2N2EtYTY3MDY2OWYxNDg2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1770,B. Monkey (1998),Crime|Romance|Thriller,https://m.media-amazon.com/images/M/MV5BZDI4ODJlNGUtNjFiMy00ODgzLWIzYjgtMzgyZTljZDQ2NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1771,Night Flier (1997),Horror,https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,https://m.media-amazon.com/images/M/MV5BNTc5Mjk0OTIyMF5BMl5BanBnXkFtZTcwOTgwOTU1OQ@@._V1_SX300.jpg
1777,"Wedding Singer, The (1998)",Comedy|Romance,https://m.media-amazon.com/images/M/MV5BOTg4ZjdmNmQtNzhiMS00ZDJiLWIyMTEtNDU5NDYwYWU0ODU5XkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_SX300.jpg
1779,Sphere (1998),Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMjI5MjMxNzYxOF5BMl5BanBnXkFtZTgwNDQ4MzMzNzE@._V1_SX300.jpg
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,https://m.media-amazon.com/images/M/MV5BMjEyMTQ4OTg3NF5BMl5BanBnXkFtZTcwNzE3NDIyMQ@@._V1_SX300.jpg
1784,As Good as It Gets (1997),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BYWYyMzM2YzMtYjkyYi00YTUyLWI1OTktNWFhYTc0YmM2YTc2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1785,King of New York (1990),Crime|Thriller,https://m.media-amazon.com/images/M/MV5BMzE3NTUxMzItNmNhYy00MzQ3LWE5ODUtY2RhYzJmMjgzODgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1791,Twilight (1998),Crime|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1792,U.S. Marshals (1998),Action|Crime|Thriller,https://m.media-amazon.com/images/M/MV5BN2Y5NWUwZDgtOWNjNi00NzZlLWIzNWYtM2U2ZjMyM2MzODBkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1793,Welcome to Woop-Woop (1997),Comedy,https://m.media-amazon.com/images/M/MV5BNTM2ZmEwZTEtOGI4OC00NDJlLWFhYWUtNGIyMDU5NGE5OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1794,Love and Death on Long Island (1997),Comedy|Drama,"https://m.media-amazon.com/images/M/MV5BZmM2N2M2YWMtNzNlMC00ODYxLWI5OGMtODgzZmMzODE4MDE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
1797,Everest (1998),Documentary|IMAX,https://m.media-amazon.com/images/M/MV5BODNkZTBhZmUtNWIzYy00MTg4LWEwNGQtN2VlNDQyOTY2NmY1XkEyXkFqcGdeQXVyMzIzODM1NQ@@._V1_SX300.jpg
1798,Hush (1998),Thriller,https://m.media-amazon.com/images/M/MV5BYjRiMDhmNTctNGJiYi00MTQ5LTg2N2YtMGQ1NDQyNzU4OWIwXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BNWRiYmM0MGItYjY3YS00ZGYwLTgxMTMtNzA4MjYzMzI3ZDY3XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,https://m.media-amazon.com/images/M/MV5BZjk0ZGMxZmEtMTk1OC00Y2JkLTlhMzQtM2M0ZTVmZGQzNTM1XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg
1804,"Newton Boys, The (1998)",Crime|Drama,https://m.media-amazon.com/images/M/MV5BMWFhYTNlMGEtNDRiZS00YzM0LWIxOTctZjc3MGNjYzZhNWNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BMTQ3NzU2NjYyNF5BMl5BanBnXkFtZTgwMjg1MzQxMDE@._V1_SX300.jpg
1806,Paulie (1998),Adventure|Children|Comedy,https://m.media-amazon.com/images/M/MV5BYjU2YzY5NDEtM2M3NC00NGM0LTg3MmItNWQ1OWY2ZmNkZTU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
1807,"Cool, Dry Place, A (1998)",Drama,https://m.media-amazon.com/images/M/MV5BYjk2ZWJmNTctMGYwZC00NmVhLWFkZjctMTc3ZmY0NjRmYjZkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1809,Fireworks (Hana-bi) (1997),Crime|Drama,https://m.media-amazon.com/images/M/MV5BYmQ0MWU1MjUtMzgxZS00NTE5LWEwNzgtMzY0NDUwNzFmOTI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1810,Primary Colors (1998),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BNTUxZGM0ODMtMDk1OS00ZTlhLWEwZGYtMjM5MTg3NTE4MjE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1812,Wide Awake (1998),Children|Comedy|Drama,https://m.media-amazon.com/images/M/MV5BNDBhNmMwZTAtYjkwNC00MDIxLWI0MzAtZTkxNmRlMGQxYTEwXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg
1816,Two Girls and a Guy (1997),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMjEwNzE5NDgzMF5BMl5BanBnXkFtZTcwNTc4MTUyMQ@@._V1_SX300.jpg
1821,"Object of My Affection, The (1998)",Comedy|Romance,https://m.media-amazon.com/images/M/MV5BMTgyMDk1NjQyM15BMl5BanBnXkFtZTgwODYzMzgwMzE@._V1_SX300.jpg
1824,Homegrown (1998),Comedy|Thriller,https://m.media-amazon.com/images/M/MV5BMjdlMjI2ZjgtN2ViOS00ZmI0LWE0ZTMtZjg1ZjczYWYzOGZjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1825,The Players Club (1998),Comedy|Drama,https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
1826,Barney's Great Adventure (1998),Adventure|Children,https://m.media-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1827,"Big One, The (1997)",Comedy|Documentary,https://m.media-amazon.com/images/M/MV5BMjE3ODc2Nzg2MV5BMl5BanBnXkFtZTgwMzIxMzgwMzE@._V1_SX300.jpg
1829,Chinese Box (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,https://m.media-amazon.com/images/M/MV5BMjk5MzNhNGUtZjRmNS00Y2YyLThiZjYtODYzZDAyMDkxNWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
1833,Mercury Rising (1998),Action|Drama|Thriller,https://m.media-amazon.com/images/M/MV5BYWY3MjZlZjItYzBlMy00OTY0LWJjN2QtNGU4ZTk2YzY2MzJlXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BMDhmYzA3NTctYzZkMS00YmRmLWE1MjQtZGYxNjcwZWZhYWY0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1835,City of Angels (1998),Drama|Fantasy|Romance,https://m.media-amazon.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg
1836,"Last Days of Disco, The (1998)",Comedy|Drama,https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1837,"Odd Couple II, The (1998)",Comedy,https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1839,My Giant (1998),Comedy,https://m.media-amazon.com/images/M/MV5BMGY5ZmZiOTgtMWEzYS00NmNkLTk2MTUtNTg3YjliNDg0NmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
1840,He Got Game (1998),Drama,https://m.media-amazon.com/images/M/MV5BNjkzNjk3OTkwNl5BMl5BanBnXkFtZTcwMDAxMjIyMQ@@._V1_SX300.jpg
1841,"Gingerbread Man, The (1998)",Drama|Thriller,https://m.media-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_SX300.jpg
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,https://m.media-amazon.com/images/M/MV5BYjZjMjE3MGUtNzliOS00ZTJhLTk5MWYtMzRmMjdiMDkxMjNlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
1845,Zero Effect (1998),Comedy|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,https://m.media-amazon.com/images/M/MV5BZTA2OTNiZWQtNTBlNi00OGNjLTkzMzgtOTZiZDY2ZWIyNTY1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
1855,Krippendorf's Tribe (1998),Comedy,https://m.media-amazon.com/images/M/MV5BNDljNGZkNmItNDlmMi00YzJhLWJiYWUtNGY4OGEwNmY0ODg4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1856,Kurt & Courtney (1998),Documentary,"https://m.media-amazon.com/images/M/MV5BNWYwYTQxYTctYWM5MS00OWE4LWE4YTQtNDljOTU0YWJiYTkyXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_UY268_CR9,0,182,268_AL_.jpg"
1857,"Real Blonde, The (1997)",Comedy,https://m.media-amazon.com/images/M/MV5BODFmYjRmMmItMzA1OS00YTJmLTlmZTItYzI4NjAzNzMzYjc5XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,https://m.media-amazon.com/images/M/MV5BNGRkMDZlNGUtMzVmMC00Y2UyLTg0YTYtMjAzZmQ2NmQyNjg1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,https://m.media-amazon.com/images/M/MV5BZjI1ZWVkNzQtOTJlNS00MWI3LWE1MTctMjg4ZTVmY2MzN2RmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1860,Character (Karakter) (1997),Drama,https://m.media-amazon.com/images/M/MV5BZmY5Njc4YzktMTJmZS00MDBjLTkxZDQtYTU0ODdiZjQ3MTNiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
1862,Species II (1998),Horror|Sci-Fi,https://m.media-amazon.com/images/M/MV5BN2YzZWYxZTgtNzFjMy00ODg3LWJhYjItMWRkZTk0MDliYTBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1863,Major League: Back to the Minors (1998),Comedy,https://m.media-amazon.com/images/M/MV5BMDVjZWJiYzAtMWJkOS00ZDQzLTlkYTItYmMwMGE3YmY1MjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1866,"Big Hit, The (1998)",Action|Comedy|Crime,https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1867,Tarzan and the Lost City (1998),Action|Adventure,https://m.media-amazon.com/images/M/MV5BMGU0ODhmODEtZTJlOC00YjA3LThhYWItZjQ0Mzk3NDNhNzIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,https://m.media-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1875,Clockwatchers (1997),Comedy,https://m.media-amazon.com/images/M/MV5BNDdlOGM3ODItNDUzZi00MTRlLTliMzUtYjE3ZGY0NzhkNDlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,"https://m.media-amazon.com/images/M/MV5BMzE0NTRhZWQtZmE5OS00NTI5LWJhMzMtMGU4MzE4MmRlZDE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,https://m.media-amazon.com/images/M/MV5BNDg2NTczMDctZmZmNC00MDczLTgyNjUtZWJiOTU4ZDBlOGU5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
1882,Godzilla (1998),Action|Sci-Fi|Thriller,https://m.media-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1883,Bulworth (1998),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_SX300.jpg
1887,Almost Heroes (1998),Adventure|Comedy|Western,https://m.media-amazon.com/images/M/MV5BMTM0MDE3NzcyOF5BMl5BanBnXkFtZTcwNDc5ODUyMQ@@._V1_SX300.jpg
1888,Hope Floats (1998),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1889,Insomnia (1997),Drama|Mystery|Thriller,https://m.media-amazon.com/images/M/MV5BZTA5NzU4YzItMjhjYy00YjNjLTljM2MtZDk3ZDE5OGVjNTBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1891,"Ugly, The (1997)",Horror|Thriller,https://m.media-amazon.com/images/M/MV5BMzgzMTY5ODY3M15BMl5BanBnXkFtZTcwNjM1MDEzMQ@@._V1_SX300.jpg
1892,"Perfect Murder, A (1998)",Thriller,https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,https://m.media-amazon.com/images/M/MV5BMDY5NWI3YWMtODdjZC00YmQ0LTgyNDctYTQ1NGNhZDE2MTJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,https://m.media-amazon.com/images/M/MV5BODFiOWY2OTctMzBlNi00MjhhLTg4MWQtMTI5YTUzZTI2N2E1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_SX300.jpg
1897,High Art (1998),Drama|Romance,https://m.media-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,"https://m.media-amazon.com/images/M/MV5BNmFkMjQ5M2ItY2ZiNi00Njg1LTkwMWItMTI2MGIzY2VhMDE5XkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_UY268_CR1,0,182,268_AL_.jpg"
1902,Dream for an Insomniac (1996),Drama|Romance,https://m.media-amazon.com/images/M/MV5BMDFiODQ3ZmEtZDQwYS00ZmQ4LWIxYzItYzM2YmVhNDRmZmFiXkEyXkFqcGdeQXVyNTk5Nzg1NjQ@._V1_SX300.jpg
